country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
subject,B11,B11,B11,B11,B11,B11,B11,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GI,B1_GI,B1_GS1,B1_GS1,B1_GS1,B1_GS1,B2G_B3G,B2G_B3G,B2N_B3N,B2N_B3N,B2N_B3N,B5_GS1,B5_GS1,B5_GS1,B5_GS1,B5_NS1,B5_NS1,B8NS1,B8NS1,B9S1,B9S1,D1S1,D1S1,D1S1,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D2S1,D2S1,D2S1,D2_D3,D2_D3,D3S1,D3S1,D3S1,D9NFRS2,D9NFRS2,DB1_GE,DB1_GE,DB1_GE,GDIS1,GDIS1,GDIS1,GDIS1,K1,K1,K1,K1MS1,K1MS1,K1MS1,K1MS1,K1S1,K1S1,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P311B,P311B,P313B,P313B,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31DC,P31DC,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P3S1,P3S1,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P3_P5,P3_P51,P3_P51,P3_P51,P3_P51,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1112,P51N1112,P51N1112,P51N1112,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N112,P51N112,P51N112,P51N112,P51N11321G,P51N11321G,P51N11321G,P51N11321G,P51N11322G,P51N11322G,P51N11322G,P51N11322G,P51N1171G,P51N1171G,P51N1171G,P51N1171G,P51N11731G,P51N11731G,P51N11731G,P51N11731G,P51N1173G,P51N1173G,P51N1173G,P51N1173G,P51N1174G,P51N1174G,P51N1174G,P51N1174G,P51S,P51S,P51S,P51S,P51S13,P51S13,P51S13,P51S13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P52,P52,P52,P52,P52,P52,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P5S1,P5S1,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P61,P61,P62,P62,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P71,P71,P72,P72,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI,RB1_GI,RB1_GI,RB9S1,RB9S1,RP31DC,RP31DC,RP31DC,RP31DC,RP31DC,RP51,RP51,RP51,RP51
measure,CARSA,CQR,CQRSA,CTQRGPSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,CTQRGPSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CPCARSA,CQRSA,CTQRGPSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CPCARSA,CQRSA,CTQRGPSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,CTQRGPSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,CARSA,CPCARSA,CQR,CQRSA,CTQRGPSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,CTQRGPSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,PER,PERSA,CD,CARSA,CQRSA,LNBARSA,LNBQRSA,VOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947-Q1,10875.0,2669.0,2718.75,,37488.0,,9372.0,243164.0,243164.0,58497.0,60791.0,11.960487,11.431835,,,1698.748804,14859.80878,2033061.0,,508265.25,11.662696,2127077.608201,2127077.608201,243164.0,58497.0,60791.0,243164.0,60791.0,2033061.0,508265.25,,,,,,241071.0,60267.75,2020219.0,505054.75,213000.0,53250.0,19070.0,4767.5,9405.0,2351.25,128920.0,,,978.0,244.5,10223.0,2555.75,17679.0,,4419.75,17168.0,4292.0,511.0,,127.75,,,-28008.0,,-7002.0,240092.0,60023.0,2007377.0,501844.25,28071.0,,7017.75,28071.0,7017.75,200296.0,50074.0,28071.0,7017.75,,,,,20722.0,4469.0,5180.5,,,,74872.0,17239.0,18718.0,,,,60567.0,15040.0,15141.75,,,,156161.0,36748.0,39040.25,1274952.0,,318738.0,,,,,156161.0,156161.0,36748.0,39040.25,,12.248383,11.886626,,,1274952.0,,318738.0,10.683113,1313753.761514,1313753.761514,156161.0,36748.0,39040.25,1274952.0,,318738.0,,,,,,,35326.0,35326.0,8831.5,,,,,,,,,,,232289.0,58072.25,1993965.0,498491.25,231794.0,57948.5,2010390.0,502597.5,,,,,44426.780041,44426.780041,10076.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.0,590.5,16650.0,4162.5,,,,,,,,,993.0,248.25,,,40306.0,10076.5,,,4947.0,1236.75,,,35359.0,8094.0,8839.75,,,,495.0,1126.0,123.75,,,,495.0,1126.0,123.75,,,,,40802.0,10200.5,18394.0,18394.0,4581.0,4598.5,,18.815659,19.723968,,,97759.0,,24439.75,4.115745,93257.095536,93257.095536,15728.0,3946.0,3932.0,,,,2666.0,635.0,666.5,,,,7519.0,7519.0,1912.0,1879.75,,12.47532,13.826114,,,60271.0,,15067.75,1.947498,54382.597427,54382.597427,5612.0,1476.0,1403.0,,,,1907.0,436.0,476.75,,,,143143.0,143143.0,1.0,1.0,0.25,,,,3072.0,,768.0,-3072.0,-768.0,0.0,0.0,0.0,,,,,,
1947-Q2,11294.0,3066.0,2823.5,-0.17,35094.0,,8773.5,245968.0,245968.0,60672.0,61492.0,12.130759,11.594581,-0.266691,,1710.605744,14753.493803,2027639.0,,506909.75,11.631593,2121404.873939,2121404.873939,245968.0,60672.0,61492.0,245968.0,61492.0,2027639.0,506909.75,,,,,,244305.0,61076.25,2016267.0,504066.75,215599.0,53899.75,18035.0,4508.75,9873.0,2468.25,130718.0,,,1095.0,273.75,10841.0,2710.25,17740.0,,4435.0,17323.0,4330.75,417.0,,104.25,,,-24154.0,,-6038.5,243209.0,60802.25,2004896.0,501224.0,28706.0,,7176.5,28706.0,7176.5,199102.0,49775.5,28706.0,7176.5,,,,,21351.0,5439.0,5337.75,,,,76897.0,18813.0,19224.25,,,,61783.0,15579.0,15445.75,,,,160031.0,39831.0,40007.75,1296163.0,,324040.75,,,,,160031.0,160031.0,39831.0,40007.75,1.075,12.346518,11.981863,1.66367,,1296163.0,,324040.75,10.860845,1335610.294964,1335610.294964,160031.0,39831.0,40007.75,1296163.0,,324040.75,,,,,,,35020.0,35020.0,8755.0,-0.05,,,,,,,,,,234674.0,58668.5,1991573.0,497893.25,235913.0,58978.25,2024535.0,506133.75,,,,,44900.665694,44900.665694,10215.25,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393.0,598.25,16794.0,4198.5,,,,,,,,,966.0,241.5,,,40861.0,10215.25,,,5117.0,1279.25,,,35744.0,9003.0,8936.0,,,,-1240.0,-1377.0,-310.0,,,,-1240.0,-1377.0,-310.0,-0.8125,,,,39622.0,9905.5,19497.0,19497.0,5067.0,4874.25,-0.105,20.198703,21.173778,-1.261265,,96526.0,,24131.5,4.063834,92080.876479,92080.876479,16732.0,4358.0,4183.0,,,,2765.0,709.0,691.25,,,,8203.0,8203.0,2001.0,2050.75,-0.065,13.352976,14.7988,1.9263,,61432.0,,15358.0,1.985013,55430.169155,55430.169155,6292.0,1529.0,1573.0,,,,1911.0,472.0,477.75,,,,143790.0,143790.0,1.0,2.0,0.5,,,,2759.0,,689.75,-2759.0,-689.75,0.0,0.0,0.0,,,,,,
1947-Q3,11770.0,2672.0,2942.5,-0.04,37145.0,,9286.25,249585.0,249585.0,62196.0,62396.25,12.334614,11.789426,-0.206496,,1727.84166,14655.859513,2023452.0,,505863.0,11.607574,2117024.250856,2117024.250856,249585.0,62196.0,62396.25,249585.0,62396.25,2023452.0,505863.0,,,,,,248711.0,62177.75,2015319.0,503829.75,219196.0,54799.0,19563.0,4890.75,10081.0,2520.25,132712.0,,,1131.0,282.75,10775.0,2693.75,18031.0,,4507.75,17667.0,4416.75,364.0,,91.0,,,-15586.0,,-3896.5,247579.0,61894.75,2007186.0,501796.5,29515.0,,7378.75,29515.0,7378.75,198367.0,49591.75,29515.0,7378.75,,,,,21770.0,5226.0,5442.5,,,,78649.0,18933.0,19662.25,,,,63124.0,15832.0,15781.0,,,,163543.0,39991.0,40885.75,1300388.0,,325097.0,,,,,163543.0,163543.0,39991.0,40885.75,0.235,12.576477,12.20503,0.325962,,1300388.0,,325097.0,10.896247,1339963.878191,1339963.878191,163543.0,39991.0,40885.75,1300388.0,,325097.0,,,,,,,33269.0,33269.0,8317.25,-0.2475,,,,,,,,,,237815.0,59453.75,1987488.0,496872.0,240732.0,60183.0,2038929.0,509732.25,,,,,47743.979617,47743.979617,10979.75,0.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.0,614.0,17087.0,4271.75,,,,,,,,,977.0,244.25,,,43919.0,10979.75,,,6092.0,1523.0,,,37827.0,9943.0,9456.75,,,,-2917.0,-280.0,-729.25,,,,-2917.0,-280.0,-729.25,-0.9625,,,,41003.0,10250.75,19433.0,19433.0,4566.0,4858.25,-0.42,21.208814,22.232651,-5.075316,,91627.0,,22906.75,3.857582,87407.480566,87407.480566,16792.0,3868.0,4198.0,,,,2641.0,698.0,660.25,,,,7663.0,7663.0,1894.0,1915.75,0.38,14.065196,15.588138,-11.313322,,54482.0,,13620.5,1.760442,49159.175607,49159.175607,5828.0,1336.0,1457.0,,,,1835.0,558.0,458.75,,,,144449.0,144449.0,1.0,1.0,0.25,,,,2006.0,,501.5,-2006.0,-501.5,0.0,0.0,0.0,,,,,,
1947-Q4,9289.0,2400.0,2322.25,-1.0575,23826.0,,5956.5,259745.0,259745.0,68250.0,64936.25,12.639026,12.080382,1.564208,,1789.838894,14816.078304,2055103.0,,513775.75,11.78914,2150138.91558,2150138.91558,259745.0,68250.0,64936.25,259745.0,64936.25,2055103.0,513775.75,,,,,,257359.0,64339.75,2040771.0,510192.75,227168.0,56792.0,23820.0,5955.0,7797.0,1949.25,136808.0,,,1236.0,309.0,11512.0,2878.0,18974.0,,4743.5,18672.0,4668.0,302.0,,75.5,,,-19169.0,,-4792.25,256122.0,64030.5,2026439.0,506609.75,30191.0,,7547.75,30191.0,7547.75,198050.0,49512.5,30191.0,7547.75,,,,,23488.0,6699.0,5872.0,,,,79965.0,22610.0,19991.25,,,,64219.0,15973.0,16054.75,,,,167672.0,45282.0,41918.0,1300801.0,,325200.25,,,,,167672.0,167672.0,45282.0,41918.0,0.0625,12.889904,12.5092,0.03176,,1300801.0,,325200.25,10.899708,1340389.447392,1340389.447392,167672.0,45282.0,41918.0,1300801.0,,325200.25,,,,,,,32949.0,32949.0,8237.25,-0.2475,,,,,,,,,,250456.0,62614.0,2041554.0,510388.5,249000.0,62250.0,2063070.0,515767.5,,,,,52956.721808,52956.721808,12094.75,1.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.0,637.25,17488.0,4372.0,,,,,,,,,937.0,234.25,,,48379.0,12094.75,,,6585.0,1646.25,,,41794.0,10641.0,10448.5,,,,1456.0,-21.0,364.0,,,,1456.0,-21.0,364.0,1.345,,,,49835.0,12458.75,17636.0,17636.0,4526.0,4409.0,-0.8825,21.707182,22.755077,-11.330721,,81245.0,,20311.25,3.42049,77503.582553,77503.582553,15136.0,3925.0,3784.0,,,,2500.0,601.0,625.0,,,,8347.0,8347.0,2126.0,2086.75,-0.175,14.537,16.111028,5.390771,,57419.0,,14354.75,1.855344,51809.234319,51809.234319,6160.0,1632.0,1540.0,,,,2187.0,494.0,546.75,,,,145122.0,145122.0,1.0,0.0,0.0,,,,3623.0,,905.75,-3623.0,-905.75,0.0,0.0,0.0,,,,,,
1948-Q1,7293.0,1788.0,1823.25,-0.745,12790.0,,3197.5,265742.0,265742.0,64258.0,66435.5,12.739206,12.176134,1.504256,2.604742,1823.785765,14978.364401,2086017.0,,521504.25,11.966479,2182482.498571,2182482.498571,265742.0,64258.0,66435.5,265742.0,66435.5,2086017.0,521504.25,,,,,,266463.0,66615.75,2083386.0,520846.5,235848.0,58962.0,28370.0,7092.5,4916.0,1229.0,140319.0,,,1391.0,347.75,12702.0,3175.5,18963.0,,4740.75,18579.0,4644.75,384.0,,96.0,,,-32899.0,,-8224.75,265072.0,66268.0,2080756.0,520189.0,30615.0,,7653.75,30615.0,7653.75,198167.0,49541.75,30615.0,7653.75,,,,,23547.0,5167.0,5886.75,,,,81546.0,19078.0,20386.5,,,,65279.0,16334.0,16319.75,,,,170372.0,40579.0,42593.0,1307283.0,,326820.75,,,,,170372.0,170372.0,40579.0,42593.0,0.3775,13.032526,12.64761,0.498308,2.53586,1307283.0,,326820.75,10.954022,1347068.719931,1347068.719931,170372.0,40579.0,42593.0,1307283.0,,326820.75,,,,,,,33338.0,33338.0,8334.5,-0.005,,,,,,,,,,258449.0,64612.25,2088134.0,522033.5,254823.0,63705.75,2086018.0,521504.5,,,,,56273.921385,56273.921385,12778.25,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.0,663.0,17877.0,4469.25,,,,,,,,,921.0,230.25,,,51113.0,12778.25,,,7537.0,1884.25,,,43576.0,9688.0,10894.0,,,,3626.0,2374.0,906.5,,,,3626.0,2374.0,906.5,0.99,,,,54739.0,13684.75,16917.0,16917.0,4216.0,4229.25,-0.33,21.817408,22.870624,-4.561511,-20.683518,77539.0,,19384.75,3.264464,73968.24774,73968.24774,14576.0,3656.0,3644.0,,,,2341.0,560.0,585.25,,,,9624.0,9624.0,2428.0,2406.0,-0.4175,14.86355,16.472936,12.765809,7.429776,64749.0,,16187.25,2.092193,58423.102335,58423.102335,7340.0,1912.0,1835.0,,,,2284.0,516.0,571.0,,,,145709.0,145709.0,1.0,0.0,0.0,,,,670.0,,167.5,-670.0,-167.5,0.0,0.0,0.0,,,,,,
1948-Q2,5205.0,1447.0,1301.25,-0.75,2974.0,,743.5,272567.0,272567.0,66539.0,68141.75,12.854205,12.286051,1.650658,4.577294,1863.209127,15165.240132,2120450.0,,530112.5,12.164005,2218507.81374,2218507.81374,272567.0,66539.0,68141.75,272567.0,68141.75,2120450.0,530112.5,,,,,,275135.0,68783.75,2124681.0,531170.25,244049.0,61012.25,31608.0,7902.0,3024.0,756.0,141984.0,,,1479.0,369.75,13432.0,3358.0,19665.0,,4916.25,19373.0,4843.25,292.0,,73.0,,,-51544.0,,-12886.0,273654.0,68413.5,2128912.0,532228.0,31086.0,,7771.5,31086.0,7771.5,198406.0,49601.5,31086.0,7771.5,,,,,24019.0,6107.0,6004.75,,,,83169.0,20120.0,20792.25,,,,66954.0,16810.0,16738.5,,,,174142.0,43037.0,43535.5,1322494.0,,330623.5,,,,,174142.0,174142.0,43037.0,43535.5,0.78,13.167697,12.778788,1.163558,2.031457,1322494.0,,330623.5,11.081478,1362742.649982,1362742.649982,174142.0,43037.0,43535.5,1322494.0,,330623.5,,,,,,,34638.0,34638.0,8659.5,0.36,,,,,,,,,,267362.0,66840.5,2138965.0,534741.25,261503.0,65375.75,2113579.0,528394.75,,,,,57932.521173,57932.521173,13180.75,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733.0,683.25,18208.0,4552.0,,,,,,,,,919.0,229.75,,,52723.0,13180.75,,,8246.0,2061.5,,,44477.0,11220.0,11119.25,,,,5859.0,213.0,1464.75,,,,5859.0,213.0,1464.75,1.0475,,,,58581.0,14645.25,15241.0,15241.0,3934.0,3810.25,-0.5925,21.683027,22.729757,-9.348844,-27.180242,70290.0,,17572.5,2.959274,67053.071791,67053.071791,13004.0,3361.0,3251.0,,,,2237.0,573.0,559.25,,,,10036.0,10036.0,2487.0,2509.0,-0.1575,14.908788,16.523072,3.96454,9.57807,67316.0,,16829.0,2.175139,60739.309592,60739.309592,7644.0,1894.0,1911.0,,,,2392.0,593.0,598.0,,,,146289.0,146289.0,1.0,0.0,0.0,,,,-1088.0,,-272.0,1088.0,272.0,0.0,0.0,0.0,,,,,,
1948-Q3,4949.0,1014.0,1237.25,-0.08,1112.0,,278.0,279196.0,279196.0,69378.0,69799.0,13.091825,12.513168,0.572897,5.394049,1900.313774,15186.512372,2132598.0,,533149.5,12.233692,2231217.584271,2231217.584271,279196.0,69378.0,69799.0,279196.0,69799.0,2132598.0,533149.5,,,,,,280424.0,70106.0,2131620.0,532905.0,248774.0,62193.5,30321.0,7580.25,932.0,233.0,146761.0,,,1483.0,370.75,13583.0,3395.75,20006.0,,5001.5,19391.0,4847.75,615.0,,153.75,,,-58351.0,,-14587.75,278940.0,69735.0,2130642.0,532660.5,31650.0,,7912.5,31650.0,7912.5,198708.0,49677.0,31650.0,7912.5,,,,,25277.0,6125.0,6319.25,,,,83465.0,20090.0,20866.25,,,,68330.0,17125.0,17082.5,,,,177071.0,43339.0,44267.75,1324446.0,,331111.5,,,,,177072.0,177072.0,43339.0,44268.0,0.0925,13.369514,12.974645,0.1476,1.850063,1324446.0,,331111.5,11.097835,1364754.056954,1364754.056954,177072.0,43339.0,44268.0,1324446.0,,331111.5,,,,,,,35881.0,35881.0,8970.25,0.2325,,,,,,,,,,274247.0,68561.75,2152550.0,538137.5,267096.0,66774.0,2119290.0,529822.5,,,,,59472.649548,59472.649548,13535.75,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779.0,694.75,18397.0,4599.25,,,,,,,,,941.0,235.25,,,54143.0,13535.75,,,8778.0,2194.5,,,45365.0,11793.0,11341.25,,,,7152.0,2245.0,1788.0,,,,7152.0,2245.0,1788.0,0.365,,,,61294.0,15323.5,15405.0,15405.0,3622.0,3851.25,0.1225,21.412785,22.446469,2.351686,-21.482751,71943.0,,17985.75,3.028867,68629.949408,68629.949408,13128.0,3024.0,3282.0,,,,2277.0,598.0,569.25,,,,10456.0,10456.0,2608.0,2614.0,-0.2025,14.761898,16.360277,5.221641,30.008076,70831.0,,17707.75,2.288717,63910.898415,63910.898415,7708.0,1808.0,1927.0,,,,2748.0,800.0,687.0,,,,146921.0,146921.0,1.0,-1.0,-0.25,,,,256.0,,64.0,-256.0,-64.0,0.0,-1.0,0.0,,,,,,
